uri,uri,Cosine Similarity
file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.6896760390006814
file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6899798434133634
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.690324007330981
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6903707334448929
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6907421709325062
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6932244790079413
file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.69338959579725
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6934039869409423
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6965956833734124
file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.6966370021095102
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6972355635370394
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6983783026274468
file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6984271308745225
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.6992172560502345
file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.70220826562571
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.7070528680079274
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.7117141623839424
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/48.B.FA.2020.04.01.20049999.full.pdf.json,0.7189468816434992
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.741319703830772
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7516025976679696
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7520827112959677
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.7538885187458523
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.7676508666921553
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.7713581197572786
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.7716185629405486
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.7726387517651938
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.7786081166334037
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.7807333189711685
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.780822889294207
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7838171348235923
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7852665236824607
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.7872525489128607
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.7873451560288194
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.7885010606989606
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.789314988002342
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.7901859081233052
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.7905104986610408
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.7911223107061459
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7913334185168823
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.792681793230969
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.7945911036373
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.7950781884849466
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.7957069067288935
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.7969346195104285
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.7972594669351382
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.7981806181938211
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.7982347374130518
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.7983971101346156
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.7990063783047192
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.7997240578146291
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.7999787688134001
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8006784825033026
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8015561617941417
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.8015724072928551
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8031283340787263
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8038837599206852
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8046036932085513
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8059136667924219
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8063118086011725
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8068056805026691
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8087961094619588
file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8101941971317286
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.8102275584832076
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8121232227487065
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8124546725779075
