Abstract1,Abstract2,similarity
13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,40.FA.1-s2.0-S1529943020300462-main.pdf,0.19230769230769232
40.FA.1-s2.0-S1529943020300462-main.pdf,13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,0.19230769230769232
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.1797752808988764
48.B.FA.2020.04.01.20049999.full.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.1797752808988764
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,0.1744186046511628
29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.1744186046511628
20.B.1-s2.0-S0021929020303067-main.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.1702127659574468
48.B.FA.2020.04.01.20049999.full.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.1702127659574468
40.FA.1-s2.0-S1529943020300462-main.pdf,44.s13104-020-05356-z.pdf,0.16326530612244897
44.s13104-020-05356-z.pdf,40.FA.1-s2.0-S1529943020300462-main.pdf,0.16326530612244897
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.16049382716049382
52.1-s2.0-S1526590007007298-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.16049382716049382
21.B.1-s2.0-S1050641103000415-main.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.15384615384615385
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,21.B.1-s2.0-S1050641103000415-main.pdf,0.15384615384615385
19.B.1-s2.0-S2468781216300224-main.pdf,38.B.s00221-016-4625-5.pdf,0.1527777777777778
38.B.s00221-016-4625-5.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.1527777777777778
51.B.FA.s10865-005-9011-x.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.1527777777777778
52.1-s2.0-S1526590007007298-main.pdf,51.B.FA.s10865-005-9011-x.pdf,0.1527777777777778
20.B.1-s2.0-S0021929020303067-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.14864864864864866
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.14864864864864866
40.FA.1-s2.0-S1529943020300462-main.pdf,54.FA.ENEURO.0107-18.2018.full.pdf,0.14678899082568808
54.FA.ENEURO.0107-18.2018.full.pdf,40.FA.1-s2.0-S1529943020300462-main.pdf,0.14678899082568808
19.B.1-s2.0-S2468781216300224-main.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.14473684210526316
20.B.1-s2.0-S0021929020303067-main.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.14473684210526316
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.14285714285714285
48.B.FA.2020.04.01.20049999.full.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.14285714285714285
19.B.1-s2.0-S2468781216300224-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.1388888888888889
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.1388888888888889
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf,0.13725490196078433
47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.13725490196078433
48.B.FA.2020.04.01.20049999.full.pdf,54.FA.ENEURO.0107-18.2018.full.pdf,0.13592233009708737
54.FA.ENEURO.0107-18.2018.full.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.13592233009708737
13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,44.s13104-020-05356-z.pdf,0.13580246913580246
44.s13104-020-05356-z.pdf,13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,0.13580246913580246
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,51.B.FA.s10865-005-9011-x.pdf,0.13114754098360656
51.B.FA.s10865-005-9011-x.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.13114754098360656
19.B.1-s2.0-S2468781216300224-main.pdf,29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,0.12941176470588237
29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.12941176470588237
44.s13104-020-05356-z.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.1276595744680851
48.B.FA.2020.04.01.20049999.full.pdf,44.s13104-020-05356-z.pdf,0.1276595744680851
19.B.1-s2.0-S2468781216300224-main.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.12658227848101267
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.12658227848101267
13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.12643678160919541
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,0.12643678160919541
20.B.1-s2.0-S0021929020303067-main.pdf,47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf,0.125
