Abstract1,Abstract2,similarity
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.22777777777777777
52.1-s2.0-S1526590007007298-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.22777777777777777
13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,40.FA.1-s2.0-S1529943020300462-main.pdf,0.20155038759689922
40.FA.1-s2.0-S1529943020300462-main.pdf,13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,0.20155038759689922
20.B.1-s2.0-S0021929020303067-main.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.2
48.B.FA.2020.04.01.20049999.full.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.2
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.18025751072961374
48.B.FA.2020.04.01.20049999.full.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.18025751072961374
40.FA.1-s2.0-S1529943020300462-main.pdf,44.s13104-020-05356-z.pdf,0.17672413793103448
44.s13104-020-05356-z.pdf,40.FA.1-s2.0-S1529943020300462-main.pdf,0.17672413793103448
19.B.1-s2.0-S2468781216300224-main.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.17
20.B.1-s2.0-S0021929020303067-main.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.17
44.s13104-020-05356-z.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.1694915254237288
48.B.FA.2020.04.01.20049999.full.pdf,44.s13104-020-05356-z.pdf,0.1694915254237288
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.1693548387096774
48.B.FA.2020.04.01.20049999.full.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.1693548387096774
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,0.16666666666666666
29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.16666666666666666
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf,0.16
47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.16
21.B.1-s2.0-S1050641103000415-main.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.1569767441860465
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,21.B.1-s2.0-S1050641103000415-main.pdf,0.1569767441860465
19.B.1-s2.0-S2468781216300224-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.15591397849462366
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.15591397849462366
20.B.1-s2.0-S0021929020303067-main.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.15384615384615385
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,20.B.1-s2.0-S0021929020303067-main.pdf,0.15384615384615385
22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.15104166666666666
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf,0.15104166666666666
19.B.1-s2.0-S2468781216300224-main.pdf,38.B.s00221-016-4625-5.pdf,0.14814814814814814
38.B.s00221-016-4625-5.pdf,19.B.1-s2.0-S2468781216300224-main.pdf,0.14814814814814814
51.B.FA.s10865-005-9011-x.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.14705882352941177
52.1-s2.0-S1526590007007298-main.pdf,51.B.FA.s10865-005-9011-x.pdf,0.14705882352941177
48.B.FA.2020.04.01.20049999.full.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.14624505928853754
52.1-s2.0-S1526590007007298-main.pdf,48.B.FA.2020.04.01.20049999.full.pdf,0.14624505928853754
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,54.FA.ENEURO.0107-18.2018.full.pdf,0.1404494382022472
54.FA.ENEURO.0107-18.2018.full.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.1404494382022472
13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,44.s13104-020-05356-z.pdf,0.13953488372093023
44.s13104-020-05356-z.pdf,13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf,0.13953488372093023
46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,51.B.FA.s10865-005-9011-x.pdf,0.13924050632911392
51.B.FA.s10865-005-9011-x.pdf,46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf,0.13924050632911392
44.s13104-020-05356-z.pdf,52.1-s2.0-S1526590007007298-main.pdf,0.13846153846153847
52.1-s2.0-S1526590007007298-main.pdf,44.s13104-020-05356-z.pdf,0.13846153846153847
